,user_id,embedding
20,20,"[0.14971265196800232, 0.44475632905960083, -0.17490677535533905, 0.6495397090911865, 0.0832076370716095, -0.5337955355644226, -0.6765537261962891, 0.04637755826115608, -0.40055161714553833, 0.0995815172791481, 0.08647952228784561, 0.486860066652298, 0.16357067227363586, 0.6610299348831177, 0.3064601719379425, -0.780483067035675, -0.6365240216255188, 0.13734473288059235, 0.6309336423873901, 0.6537965536117554, -0.09984710812568665, -0.2645476162433624, 0.7786767482757568, -0.54163658618927, 0.024921007454395294, 0.47714880108833313, 0.17850011587142944, -0.3335345983505249, 0.14260059595108032, -0.4116164445877075, -0.8849453926086426, 0.07361435890197754, -0.7491706609725952, 0.10706228017807007, -0.08723750710487366, 0.11363805085420609, -0.20826539397239685, -0.2654338777065277, -0.1654645800590515, -0.7216609716415405, 0.7356835603713989, 0.9689515233039856, -0.05818016827106476, 0.3700035810470581, 0.8028619289398193, -0.25890684127807617, -0.4290267527103424, -0.32110482454299927, -0.39864015579223633, -0.00842982530593872, 0.35181719064712524, 0.08767415583133698, 0.23112797737121582, -0.58536696434021, -0.6256615519523621, -0.6602429747581482, -0.591930627822876, -0.328622043132782, -0.5017845034599304, -0.5461773872375488, -0.5042521953582764, 0.2910826802253723, 0.3286496102809906, 0.04992268979549408]"
21,21,"[0.4733750820159912, -0.024294160306453705, -0.49563080072402954, 0.023856371641159058, -0.30296581983566284, -0.5501320958137512, -0.2505813241004944, 0.5215561389923096, 0.025981063023209572, 0.6466356515884399, 0.4041159749031067, 0.5165289640426636, -0.647922158241272, 0.46722719073295593, 0.5668677687644958, -0.5073659420013428, -0.13411009311676025, 0.45401620864868164, 0.479745477437973, 0.10398131608963013, 0.17746256291866302, 0.40899893641471863, -0.013526465743780136, -0.6461969614028931, 0.5320353507995605, 0.11419746279716492, -0.7434777021408081, 0.2806105315685272, -0.32818347215652466, 0.32987385988235474, -0.7706710696220398, -0.600425124168396, -0.7537225484848022, 0.8466949462890625, -0.47382572293281555, 0.366971880197525, -0.5776987671852112, -0.23987576365470886, 0.3006986379623413, -0.5414045453071594, -0.5293165445327759, 0.6759988069534302, 0.09436807036399841, 0.7914376854896545, -0.10759168863296509, 0.05453590676188469, 0.6033523082733154, -0.49135708808898926, -0.22296565771102905, 0.3797311782836914, 0.5314453840255737, -0.5273218154907227, -0.431514710187912, 0.8292751908302307, 0.7442324757575989, -0.19872057437896729, -0.5308094620704651, 0.45775672793388367, -0.7010591626167297, -0.1391105353832245, 0.33182621002197266, -0.8291394114494324, -0.06290814280509949, -0.6688755750656128]"
22,22,"[-0.4317205548286438, -0.36038845777511597, -0.07282640039920807, 0.026476578786969185, 0.10658301413059235, 0.1318575143814087, -0.13566958904266357, -0.20452697575092316, 0.10837675631046295, -0.38100820779800415, 0.047400251030921936, -0.5051490068435669, -0.12745583057403564, 0.09833353757858276, 0.4185425639152527, -0.5546323657035828, 0.08292126655578613, -0.0007445737719535828, -0.0630323737859726, 0.4464642405509949, -0.28381940722465515, -0.4743431806564331, 0.37217745184898376, 0.38661643862724304, 0.01859445869922638, -0.40865254402160645, -0.14738649129867554, 0.5405465960502625, -0.6345711946487427, 0.25291410088539124, -0.289024293422699, -0.11875798553228378, 0.02279750257730484, -0.1688208281993866, -0.38780152797698975, 0.3362026810646057, -0.14388693869113922, 0.4983821213245392, 0.17956286668777466, 0.2961381673812866, 0.41213738918304443, 0.33242180943489075, -0.11616378277540207, 0.08415920287370682, -0.07327032089233398, -0.24139288067817688, -0.4441079795360565, 0.2676331102848053, -0.5351816415786743, -0.4185161292552948, 0.3488617539405823, 0.29875633120536804, 0.4506450891494751, 0.24534820020198822, 0.21570417284965515, 0.04563900828361511, -0.40035468339920044, 0.315102756023407, -0.40579065680503845, -0.37187859416007996, 0.11462870985269547, 0.1722206473350525, -0.30701112747192383, 0.464907169342041]"
23,23,"[-0.4094592332839966, -0.5378684997558594, -0.05905771628022194, 0.33940255641937256, -0.4127315878868103, -0.5725698471069336, -0.6399492025375366, 0.5844961404800415, -0.5674055814743042, 0.6910818815231323, -0.7833641767501831, 0.49834874272346497, -0.40392935276031494, 0.704119861125946, 0.6870498657226562, -0.15389907360076904, -0.19086895883083344, 0.28747671842575073, 0.3878217339515686, -0.3432166278362274, -0.48863545060157776, 0.19821757078170776, -0.3708900511264801, -0.23216591775417328, 0.5950489044189453, -0.4996439814567566, 0.06980708986520767, 0.42393743991851807, -0.5146126747131348, 0.43990105390548706, 0.3994303345680237, -0.7961282730102539, -0.5752628445625305, 0.35909509658813477, -0.3437146246433258, 0.2667173445224762, -0.5006359815597534, 0.46023857593536377, -0.3612350821495056, -0.17768827080726624, -0.13042306900024414, -0.5526083111763, 0.536751389503479, -0.6570168733596802, 0.009662091732025146, -0.5925912857055664, 0.08078482747077942, -0.6568843722343445, -0.4988361895084381, 0.738136351108551, 0.6948999166488647, -0.6299565434455872, 0.6221081614494324, 0.803409218788147, 0.6444784998893738, -0.42998558282852173, -0.6180562973022461, -0.14817187190055847, -0.26664218306541443, -0.07066492736339569, -0.5841202735900879, -0.4450255036354065, -0.7019677758216858, -0.6895787715911865]"
24,24,"[-0.5619512796401978, 0.21238982677459717, 0.2800135612487793, 0.11703940480947495, 0.5053517818450928, -0.5104836225509644, -0.40966469049453735, 0.6332840323448181, 0.03643257915973663, 0.6686406135559082, -0.4334512948989868, 0.2209087461233139, -0.422956258058548, 0.5327421426773071, 0.6670613884925842, -0.5017281770706177, 0.4640980660915375, 0.19342397153377533, -0.15092365443706512, 0.5779162645339966, -0.06645749509334564, -0.46531495451927185, -0.3259616494178772, -0.40284544229507446, 0.5639966726303101, -0.5592755079269409, 0.5682942867279053, 0.4790953993797302, -0.7354027032852173, -0.04750749096274376, -0.4435715079307556, -0.407077431678772, 0.06933262199163437, 0.5381636619567871, 0.004072748124599457, -0.6818433403968811, 0.3569346070289612, 0.7013541460037231, 0.2913179397583008, 0.3351881206035614, 0.04648119956254959, -0.37936651706695557, 0.18270018696784973, -0.04606180638074875, 0.6155145168304443, -0.6426844596862793, -0.3156084716320038, -0.7253619432449341, 0.5572003722190857, 0.31976670026779175, 0.5964432954788208, -0.13424474000930786, 0.16144122183322906, 0.34708845615386963, -0.21764922142028809, -0.8679333925247192, -0.5870587825775146, -0.0647854208946228, -0.6007255911827087, 0.4833033084869385, -0.390727698802948, 0.04056215286254883, -0.556549072265625, -0.6223916411399841]"
25,25,"[0.5532425045967102, -0.6993900537490845, 0.2940148711204529, 0.5903114080429077, -0.5757668614387512, -0.7846595644950867, -0.6326119303703308, 0.634303092956543, -0.6635181307792664, 0.2951955199241638, -0.33714720606803894, -0.5477151274681091, -0.48295098543167114, 0.8152802586555481, 0.570462167263031, -0.680647611618042, 0.0243963822722435, -0.028264768421649933, -0.26678094267845154, 0.1717912256717682, -0.23582473397254944, -0.5192673206329346, -0.7004789113998413, -0.8703258037567139, 0.11695000529289246, -0.42589282989501953, 0.5969074368476868, 0.3668750524520874, -0.9121137857437134, 0.9564992785453796, -0.5895699858665466, -0.6544873714447021, -0.03529097139835358, -0.19580532610416412, -0.767479658126831, -0.5369174480438232, -0.04342760890722275, 0.6834524273872375, 0.33028459548950195, 0.8309934139251709, 0.09921817481517792, 0.466671884059906, 0.7237895727157593, -0.0944664254784584, 0.484841912984848, -0.5908401012420654, -0.6289182305335999, -0.6149681210517883, -0.33249834179878235, 0.6354459524154663, 0.6112045645713806, -0.7150729894638062, -0.41038620471954346, -0.34612974524497986, -0.44938790798187256, -0.7099206447601318, -0.6308718323707581, 0.5659899115562439, -0.6510473489761353, 0.04125504568219185, -0.9402009844779968, -0.1638740748167038, -0.5078222751617432, -0.12084190547466278]"
26,26,"[0.2667376399040222, 0.23529843986034393, -0.6475297212600708, 0.31115299463272095, -0.17610743641853333, -0.43993499875068665, -0.2144974172115326, 0.5726831555366516, -0.27684739232063293, 0.46476250886917114, 0.42358195781707764, 0.06768418848514557, -0.4158056676387787, 0.17933586239814758, 0.3794398009777069, -0.7566388845443726, -0.1743864119052887, 0.016472026705741882, 0.6283372044563293, -0.1685134619474411, 0.2958460748195648, 0.2024567723274231, -0.12885333597660065, -0.5817866921424866, 0.15356630086898804, 0.34258314967155457, -0.43316832184791565, 0.21186800301074982, -0.40226417779922485, 0.5418096780776978, -0.36207979917526245, -0.34880495071411133, -0.4153723120689392, 0.6356459856033325, -0.3405281901359558, 0.08548981696367264, -0.5771604180335999, 0.23703625798225403, 0.26905959844589233, 0.18706507980823517, -0.38540905714035034, 0.25063878297805786, -0.2269679754972458, 0.44139331579208374, -0.5359902381896973, 0.140774205327034, -0.2517542839050293, -0.22710075974464417, -0.4825269281864166, -0.1916046142578125, 0.09611032158136368, -0.45182788372039795, 0.5041229724884033, -0.1817353367805481, 0.6389335989952087, 0.2446388304233551, -0.480945885181427, 0.49031198024749756, -0.4794169068336487, 0.18523673713207245, -0.35167747735977173, -0.5484545826911926, -0.5726872682571411, -0.3102183938026428]"
27,27,"[-0.033278368413448334, 0.4043005704879761, -0.11979016661643982, 0.40143442153930664, -0.238921657204628, -0.5413353443145752, -0.22881868481636047, 0.6111283302307129, 0.20912060141563416, 0.23901857435703278, 0.07278771698474884, -0.2873687744140625, -0.5290461778640747, 0.5270935893058777, 0.5279741883277893, -0.15331017971038818, -0.5619274377822876, -0.017898008227348328, 0.32513028383255005, -0.17553207278251648, -0.06897121667861938, 0.33209651708602905, -0.18616057932376862, -0.657296895980835, 0.18160104751586914, -0.37869876623153687, -0.43874698877334595, 0.43467986583709717, -0.16872933506965637, 0.46815210580825806, 0.05027066916227341, -0.6878807544708252, -0.6390953063964844, 0.574944019317627, -0.2579980790615082, 0.1245594397187233, -0.45207321643829346, 0.061186905950307846, 0.13875150680541992, 0.3659170866012573, -0.451657235622406, 0.2932915985584259, 0.37352442741394043, 0.3072284460067749, -0.0015039797872304916, 0.0034551993012428284, 0.3756006360054016, -0.30170032382011414, -0.3641478419303894, 0.383767306804657, 0.49780866503715515, -0.5740798711776733, 0.31362226605415344, 0.40621811151504517, 0.3499681055545807, 0.20487718284130096, -0.40150630474090576, 0.2722703218460083, -0.4773518741130829, 0.3566057085990906, -0.4006214737892151, -0.629090428352356, -0.5729546546936035, -0.5984988212585449]"
28,28,"[0.6553725600242615, 0.4925091564655304, -0.5635052919387817, 0.4960346221923828, -0.4909990429878235, -0.4941035211086273, -0.5961475372314453, 0.035046108067035675, -0.7895922064781189, 0.043148696422576904, 0.5466626286506653, -0.4292277693748474, -0.628909707069397, 0.2364581823348999, -0.11672653257846832, 0.09294945001602173, -0.033647775650024414, -0.2336592674255371, -0.008667968213558197, -0.225870281457901, 0.34156715869903564, 0.11958398669958115, -0.38164404034614563, -0.417508602142334, -0.25020116567611694, -0.04622579365968704, -0.4697037935256958, 0.16852553188800812, -0.29920512437820435, 0.2467602789402008, -0.12860465049743652, -0.4039437770843506, -0.21549417078495026, 0.562380313873291, -0.6132721900939941, 0.18052193522453308, -0.3842789828777313, -0.30658963322639465, 0.07294168323278427, 0.292393296957016, -0.4013558626174927, 0.23433753848075867, 0.2853662669658661, 0.3865533471107483, -0.681148111820221, -0.6009254455566406, 0.16821402311325073, -0.5847910642623901, -0.23947055637836456, 0.3789355754852295, -0.5530884861946106, -0.5154247283935547, 0.5210764408111572, 0.38620519638061523, 0.21352781355381012, 0.18875227868556976, -0.5278210639953613, 0.2825237512588501, -0.3729396462440491, -0.3198723793029785, -0.6055974364280701, 0.5066274404525757, -0.5960100293159485, -0.18295589089393616]"
29,29,"[0.1409740447998047, 0.4519689679145813, -0.6100072860717773, -0.23050463199615479, -0.5808581113815308, 0.24755851924419403, -0.5657436847686768, 0.6034785509109497, 0.056665461510419846, 0.022573918104171753, 0.461751788854599, 0.6804352402687073, -0.49305033683776855, -0.3106464147567749, 0.6402623057365417, 0.47129878401756287, -0.24278029799461365, -0.08859417587518692, 0.7277162671089172, -0.36647021770477295, 0.4843703806400299, 0.26472872495651245, 0.03740069270133972, -0.25892695784568787, 0.1571197509765625, -0.4225248694419861, -0.34681886434555054, 0.07873964309692383, -0.48252496123313904, 0.5787143111228943, -0.5433301329612732, 0.3880739212036133, -0.43591129779815674, 0.17177939414978027, -0.2454751431941986, 0.5641750693321228, -0.44056180119514465, -0.45771780610084534, -0.5830108523368835, 0.045554645359516144, -0.38423487544059753, 0.7169845700263977, 0.14418189227581024, 0.41325169801712036, -0.6718599200248718, 0.17500987648963928, 0.3079800009727478, 0.36483341455459595, -0.1140335202217102, 0.30108606815338135, -0.4609699249267578, -0.6537721157073975, 0.6232467889785767, 0.6465464234352112, 0.3743157386779785, 0.48716071248054504, -0.4292677640914917, -0.18675872683525085, -0.30344438552856445, 0.6825724840164185, -0.0025553517043590546, -0.40646857023239136, -0.2254408895969391, -0.6143890619277954]"
30,30,"[-0.5996257662773132, 0.08449331670999527, 0.279324471950531, -0.5885075330734253, 0.5467957258224487, -0.6284412145614624, -0.7133492231369019, 0.3938281238079071, 0.3691976070404053, 0.6317148208618164, -0.5005555152893066, 0.3023262321949005, -0.7938339710235596, 0.4567720293998718, 0.7034876346588135, -0.4967137575149536, 0.7525090575218201, 0.8834328055381775, 0.6874140501022339, 0.6359344720840454, -0.4766386151313782, -0.43802410364151, 0.6123799085617065, -0.5909841060638428, 0.5724653005599976, -0.33416640758514404, 0.8092955350875854, 0.699791431427002, -0.6086150407791138, 0.28118985891342163, -0.3898734152317047, -0.7041188478469849, -0.5205824971199036, 0.17672529816627502, -0.262015163898468, -0.6704666018486023, 0.7626404762268066, 0.43740496039390564, -0.09935332834720612, -0.5259848833084106, 0.053219351917505264, -0.5721486210823059, 0.3193674087524414, -0.19762428104877472, 0.6122453212738037, -0.6233730316162109, 0.41653522849082947, -0.6794564127922058, 0.42936980724334717, 0.6634122729301453, 0.43322694301605225, 0.3918114900588989, 0.3608909547328949, -0.15651248395442963, -0.5470612049102783, -0.4457268714904785, 0.0531340166926384, 0.6495783925056458, -0.49616724252700806, 0.6749368906021118, -0.7195422053337097, -0.784960150718689, -0.6011074781417847, 0.4162924885749817]"
31,31,"[-0.5446004271507263, -0.5414060950279236, -0.1421557068824768, 0.28642380237579346, 0.15826484560966492, -0.30711689591407776, -0.31430304050445557, 0.22770634293556213, -0.5066337585449219, 0.3436141014099121, -0.3062407970428467, 0.16759103536605835, 0.18893858790397644, 0.34644562005996704, 0.4229515790939331, 0.0664023905992508, -0.2046586275100708, 0.5462223291397095, -0.4440222978591919, 0.43923190236091614, 0.21187247335910797, -0.4657343924045563, 0.29390645027160645, -0.10147032141685486, 0.58018958568573, -0.3211132287979126, 0.010976525954902172, -0.017635658383369446, -0.5600330829620361, 0.07318857312202454, 0.018321340903639793, -0.06085273623466492, -0.38498157262802124, 0.6695497035980225, -0.51923006772995, 0.4621354043483734, -0.09669671952724457, 0.6307412981987, -0.5469958186149597, 0.3978087604045868, -0.5842111706733704, -0.2720561623573303, 0.4216614365577698, 0.31915414333343506, -0.037014078348875046, -0.2668498754501343, 0.07876840978860855, -0.5483092069625854, -0.549480676651001, 0.3849320411682129, 0.3892337679862976, -0.12149011343717575, 0.18996714055538177, 0.26812392473220825, -0.11347146332263947, -0.36516863107681274, -0.09671425819396973, 0.5688369274139404, -0.45301735401153564, 0.05126489698886871, -0.46231359243392944, 0.4130033552646637, -0.21177692711353302, -0.402847558259964]"
32,32,"[-0.5333181619644165, 0.2834007441997528, 0.48285430669784546, 0.5954052805900574, 0.22560206055641174, -0.49334415793418884, -0.31366151571273804, 0.7062925696372986, -0.41581207513809204, 0.8244141340255737, -0.4987466037273407, -0.22485783696174622, -0.49656206369400024, 0.47269994020462036, -0.560504674911499, -0.888324499130249, 0.5948795080184937, 0.6596049070358276, 0.5661957859992981, 0.2738841772079468, 0.46998682618141174, -0.7738287448883057, -0.5542493462562561, -0.3955751657485962, -0.18876171112060547, 0.011899635195732117, 0.17310009896755219, -0.20434556901454926, -0.5173190236091614, -0.7387685775756836, 0.6201921701431274, -0.371957004070282, 0.03395743668079376, 0.31969740986824036, 0.18961010873317719, -0.5375799536705017, 0.3666670620441437, 0.4344310164451599, 0.30288270115852356, 0.05222701281309128, -0.3994169235229492, -0.5143126249313354, -0.7720582485198975, -0.1757950633764267, -0.5576559901237488, -0.6342612504959106, 0.2559899389743805, -0.3858705461025238, 0.6439045667648315, 0.20618408918380737, 0.5286869406700134, 0.15662948787212372, 0.5129042863845825, -0.5021640062332153, -0.47887489199638367, -0.48284226655960083, -0.4573965072631836, 0.7350151538848877, -0.5511760711669922, -0.15887676179409027, -0.7793514132499695, 0.48013660311698914, -0.2534465491771698, -0.3220424950122833]"
33,33,"[0.5449348092079163, 0.2428784966468811, 0.08708791434764862, 0.01298544928431511, -0.23968109488487244, 0.39877721667289734, 0.018177509307861328, 0.48124516010284424, -0.5035589337348938, 0.7877488732337952, -0.5021423101425171, 0.014128963463008404, -0.5954608917236328, -0.36373740434646606, -0.6156227588653564, 0.5484747290611267, -0.19288495182991028, 0.12284180521965027, 0.8215082287788391, -0.38787347078323364, 0.06092827767133713, -0.5045990943908691, -0.63648921251297, -0.14352282881736755, 0.3909182846546173, -0.6779354810714722, -0.14149534702301025, -0.2888675928115845, -0.1372857391834259, 0.3020453155040741, -0.13339421153068542, 0.32107365131378174, -0.14591678977012634, -0.41052839159965515, 0.41778987646102905, -0.6882885694503784, -0.4245907664299011, -0.27897965908050537, -0.1584387719631195, -0.4335397779941559, -0.39124220609664917, 0.1179063469171524, -0.8227516412734985, -0.3064665198326111, 0.5883157253265381, 0.18469330668449402, 0.24186459183692932, -0.5485649704933167, -0.5555980801582336, 0.09408237040042877, 0.20122714340686798, 0.37006714940071106, 0.9280049800872803, 0.6699293851852417, -0.17111702263355255, -0.6641947031021118, -0.3672632575035095, 0.25300541520118713, 0.4106923043727875, -0.30986741185188293, -0.6460152864456177, 0.5400394797325134, -0.7861385941505432, 0.3793448507785797]"
